0.000000000000000e+00	1.287432e-05
2.285714221069872e-09	1.287432e-05
4.571428442139744e-09	1.287432e-05
6.857142663209616e-09	1.287432e-05
9.142856884279487e-09	1.287432e-05
1.142857110534936e-08	1.287432e-05
1.371428532641923e-08	1.287432e-05
1.599999954748910e-08	1.287432e-05
3.199999909497819e-08	1.287432e-05
6.399999818995639e-08	1.287432e-05
1.279999963799128e-07	1.287432e-05
5.119999855196511e-07	1.287432e-05
1.023999971039302e-06	1.287432e-05
4.095999884157209e-06	1.287432e-05
1.638399953662883e-05	1.287432e-05
3.276799907325767e-05	1.287432e-05
6.553599814651534e-05	1.287432e-05
2.621439925860614e-04	1.287432e-05
5.242879851721227e-04	1.287432e-05
1.048575970344245e-03	1.287432e-05
2.097151940688491e-03	1.287432e-05
4.050276940688491e-03	1.287432e-05
6.003401940688491e-03	1.287432e-05
9.909651940688491e-03	1.287432e-05
1.186277694068849e-02	1.287432e-05
1.772215194068849e-02	1.287432e-05
2.162840194068849e-02	1.287432e-05
2.358152694068849e-02	1.287432e-05
2.748777694068849e-02	1.287432e-05
2.944090194068849e-02	1.287432e-05
3.530027694068849e-02	1.287432e-05
3.725340194068849e-02	1.287432e-05
4.701902694068849e-02	1.287432e-05
4.897215194068849e-02	1.287432e-05
5.483152694068849e-02	1.287432e-05
5.678465194068849e-02	1.287432e-05
6.850340194068849e-02	1.287432e-05
7.240965194068849e-02	1.287432e-05
7.631590194068849e-02	1.287432e-05
8.022215194068849e-02	1.287432e-05
8.412840194068849e-02	1.287432e-05
8.608152694068849e-02	1.287432e-05
9.194090194068849e-02	1.287432e-05
9.389402694068849e-02	1.287432e-05
9.584715194068849e-02	1.287432e-05
9.780027694068849e-02	1.287432e-05
9.975340194068849e-02	1.287432e-05
1.000000000000000e-01	1.287432e-05
1.005859375000000e-01	1.287432e-05
1.013671875000000e-01	1.287432e-05
1.029296875000000e-01	1.287432e-05
1.048828125000000e-01	1.287432e-05
1.068359375000000e-01	1.287432e-05
1.107421875000000e-01	1.287432e-05
1.126953125000000e-01	1.287432e-05
1.146484375000000e-01	1.287432e-05
1.166015625000000e-01	1.287432e-05
1.185546875000000e-01	1.287432e-05
1.224609375000000e-01	1.287432e-05
1.244140625000000e-01	1.287432e-05
1.263671875000000e-01	1.287432e-05
1.302734375000000e-01	1.287432e-05
1.322265625000000e-01	1.287432e-05
1.341796875000000e-01	1.287432e-05
1.380859375000000e-01	1.287432e-05
1.419921875000000e-01	1.287432e-05
1.439453125000000e-01	1.287432e-05
1.478515625000000e-01	1.287432e-05
1.498046875000000e-01	1.287432e-05
1.500000000000000e-01	1.287432e-05
1.501953125000000e-01	1.287432e-05
1.505859375000000e-01	1.287432e-05
1.529296875000000e-01	1.287432e-05
1.548828125000000e-01	1.287432e-05
1.587890625000000e-01	1.287432e-05
1.607421875000000e-01	1.287432e-05
1.646484375000000e-01	1.287432e-05
1.666015625000000e-01	1.287432e-05
1.685546875000000e-01	1.287432e-05
1.705078125000000e-01	1.287432e-05
1.724609375000000e-01	1.287432e-05
1.744140625000000e-01	1.287432e-05
1.783203125000000e-01	1.287432e-05
1.802734375000000e-01	1.287432e-05
1.822265625000000e-01	1.287432e-05
1.841796875000000e-01	1.287432e-05
1.880859375000000e-01	1.287432e-05
1.919921875000000e-01	1.287432e-05
1.939453125000000e-01	1.287432e-05
1.958984375000000e-01	1.287432e-05
1.978515625000000e-01	1.287432e-05
1.998046875000000e-01	1.287432e-05
2.000000000000000e-01	1.287432e-05
2.001953125000000e-01	1.287432e-05
2.005859375000000e-01	1.287432e-05
2.013671875000000e-01	1.287432e-05
2.029296875000000e-01	1.287432e-05
2.068359375000000e-01	1.287432e-05
2.087890625000000e-01	1.287432e-05
2.146484375000000e-01	1.287432e-05
2.166015625000000e-01	1.287432e-05
2.205078125000000e-01	1.287432e-05
2.224609375000000e-01	1.287432e-05
2.244140625000000e-01	1.287432e-05
2.263671875000000e-01	1.287432e-05
2.302734375000000e-01	1.287432e-05
2.341796875000000e-01	1.287432e-05
2.361328125000000e-01	1.287432e-05
2.380859375000000e-01	1.287432e-05
2.419921875000000e-01	1.287432e-05
2.439453125000000e-01	1.287432e-05
2.458984375000000e-01	1.287432e-05
2.478515625000000e-01	1.287432e-05
2.498046875000000e-01	1.287432e-05
2.517578125000000e-01	1.287432e-05
2.537109375000000e-01	1.287432e-05
2.556640625000000e-01	1.287432e-05
2.576171875000000e-01	1.287432e-05
2.595703125000000e-01	1.287432e-05
2.615234375000000e-01	1.287432e-05
2.654296875000000e-01	1.287432e-05
2.673828125000000e-01	1.287432e-05
2.712890625000000e-01	1.287432e-05
2.732421875000000e-01	1.287432e-05
2.751953125000000e-01	1.287432e-05
2.771484375000000e-01	1.287432e-05
2.791015625000000e-01	1.287432e-05
2.810546875000000e-01	1.287432e-05
2.849609375000000e-01	1.287432e-05
2.869140625000000e-01	1.287432e-05
2.908203125000000e-01	1.287432e-05
2.966796875000000e-01	1.287432e-05
3.000000000000000e-01	1.287432e-05
3.001953125000000e-01	1.287432e-05
3.013671875000000e-01	1.287432e-05
3.048828125000000e-01	1.287432e-05
3.068359375000000e-01	1.287432e-05
3.087890625000000e-01	1.287432e-05
3.107421875000000e-01	1.287432e-05
3.126953125000000e-01	1.287432e-05
3.146484375000000e-01	1.287432e-05
3.166015625000000e-01	1.287432e-05
3.185546875000000e-01	1.287432e-05
3.200000000000000e-01	1.287432e-05
3.201953125000000e-01	1.287432e-05
3.205859375000000e-01	1.287432e-05
3.213671875000000e-01	1.287432e-05
3.229296875000000e-01	1.287432e-05
3.248828125000000e-01	1.287432e-05
3.268359375000000e-01	1.287432e-05
3.287890625000000e-01	1.287432e-05
3.307421875000000e-01	1.287432e-05
3.326953125000000e-01	1.287432e-05
3.346484375000000e-01	1.287432e-05
3.348925781250000e-01	1.287432e-05
3.353808593750000e-01	1.287432e-05
3.363574218750000e-01	1.287432e-05
3.363879394531250e-01	1.287432e-05
3.364489746093750e-01	1.287432e-05
3.364642333984375e-01	1.287432e-05
3.364947509765625e-01	1.287432e-05
3.365557861328125e-01	1.287432e-05
3.365564705786046e-01	1.287432e-05
3.365578394701889e-01	1.287432e-05
3.365605772533573e-01	1.287432e-05
3.365660528196942e-01	1.287432e-05
3.365694406722817e-01	1.287432e-05
3.365714288643724e-01	1.287432e-05
3.365733334304039e-01	1.287432e-05
3.365750606425335e-01	1.287432e-05
3.365767406326545e-01	1.287432e-05
